Settings used

alignment         : ./mafft-nexus-trimmed-100p-raxml.phylip
branchlengths     : linked
models            : GTR, GTR+G, GTR+I+G
model_selection   : aicc
search            : rcluster
weights           : rate = 1, base = 0, model = 0, alpha = 0
rcluster-percent  : 10.0
rcluster-max      : 100


Best partitioning scheme

Scheme Name       : step_79
Scheme lnL        : -981604.9950866699
Scheme AICc       : 1972809.55153
Number of params  : 4734
Number of sites   : 345496
Number of subsets : 472

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
230    | GTR+G      | 714        | b639995fabdb6e520d9a3a77b194e79a | uce-493                                                                                             
231    | GTR+I+G    | 346        | db5808b568b449da0a0ad88cf2dd93fd | uce-494                                                                                             
232    | GTR+G      | 616        | 6758bff9789ffa6def39eb31ec3b5ea7 | uce-497                                                                                             
233    | GTR+G      | 714        | ec28cf4a9ee7d4fbe6ee68324e16e2d1 | uce-498                                                                                             
234    | GTR        | 305        | 7babc16baad8fe8acafe4fbdca6d47ec | uce-50                                                                                              
235    | GTR+G      | 613        | bcb1f8838a240b86d9f874c2f94c5de5 | uce-501                                                                                             
236    | GTR+G      | 361        | 691380017347a27115648b7b7d03b573 | uce-505                                                                                             
237    | GTR+G      | 545        | 3a779f069dd88d487d1cf9afd83b6c1c | uce-507                                                                                             
238    | GTR+G      | 488        | 55b4bd949f520da7403e17f809b586e9 | uce-508                                                                                             
239    | GTR+G      | 731        | 62e069bbc8a9ce36fb287de6aa1202c7 | uce-509                                                                                             
240    | GTR+G      | 337        | e741cef8a55b2934bb20641b8e0e27ba | uce-51                                                                                              
241    | GTR+G      | 532        | 0f08c8662a8b3dbd7d72d63895fcb988 | uce-510                                                                                             
242    | GTR+I+G    | 618        | d303224dc43b6f378592b13ea1525498 | uce-511                                                                                             
243    | GTR+G      | 476        | d7194a1d8723393616044fa1363b124d | uce-512                                                                                             
244    | GTR+G      | 163        | bed336b55ee10faad65dac757526ee82 | uce-513                                                                                             
245    | GTR+G      | 1518       | e946b77523ebc6508054d3c2f36f056c | uce-514, uce-976                                                                                    
246    | GTR+I+G    | 1365       | 97756d5acb1f5325cca9e2be53e23a52 | uce-595, uce-516                                                                                    
247    | GTR+G      | 1916       | f61b8059120d8cb73ad43a0ecd94b815 | uce-833, uce-822, uce-517                                                                           
248    | GTR+G      | 439        | a5a7dfc586a742814bf7fcc8ce275ce0 | uce-519                                                                                             
249    | GTR+G      | 433        | 06145249f360034131756dc5f6ea709c | uce-52                                                                                              
250    | GTR+G      | 453        | f392137e6bfe5e827bff94c668b4478a | uce-522                                                                                             
251    | GTR+G      | 502        | 6589110ccf548c080b6706e87c4a92ba | uce-523                                                                                             
252    | GTR+G      | 466        | 2665724c76ce2af69aa89474dd46ba40 | uce-524                                                                                             
253    | GTR+G      | 495        | bb6b58b19c53ee9870d3f6c02962ed06 | uce-526                                                                                             
254    | GTR+I+G    | 1075       | 928c3c2375672044b359670cf0a5d1a4 | uce-527                                                                                             
255    | GTR+G      | 386        | c6995695a1f2f33cb2c0cf0510665bec | uce-528                                                                                             
256    | GTR+G      | 312        | 85da1fa2735eb6efef290796cbd52f6c | uce-531                                                                                             
257    | GTR+G      | 429        | 16bb4a2cd79594b3ef0cf71cc83590b6 | uce-532                                                                                             
258    | GTR+G      | 360        | fbe820aed4360da61b76e267a1f95f9e | uce-539                                                                                             
259    | GTR+G      | 834        | 62bb898844ba8efb3c5ebc47a97a0cfe | uce-542                                                                                             
260    | GTR+G      | 650        | edc01d6d67660888ada75b0a9d3d5710 | uce-544                                                                                             
261    | GTR+G      | 547        | b1a8b5a70b3db606fbbe06aebe5e0c15 | uce-811, uce-545                                                                                    
262    | GTR+G      | 310        | a93a7260884e36a22a9f8736deac6900 | uce-547                                                                                             
263    | GTR+G      | 903        | 533dd3e8df4a40b643bc3e4f7c2a67be | uce-548                                                                                             
